title,source,search_query
Towards a classification of modular invariant partition functions for theories based onN=4 superconformal algebras,Springer,QEM + AI
Fourier transform restriction phenomena for certain lattice subsets and applications to nonlinear evolution equations,Springer,QEM + AI
Differential structure of space-time and its prolongations to singular boundaries,Springer,QEM + AI
ε-approximations of k-label spaces,Springer,QEM + AI
On the product of affine manifolds and the generalized de Rham splitting theorem,Springer,QEM + AI
ИЗ ИСТОРИИ РУССКоГО “БАЛЛАДНОТО СГИХА”,Springer,QEM + AI
Structure of Extensions,Springer,QEM + AI
Некоторые свойства р ядов по синусам с моно тонными коэффициентами,Springer,QEM + AI
"Zeitdiskrete Übertragungssysteme, Teil 2",Springer,QEM + AI
On Riemannian manifolds with ε-maximal diameter and bounded curvature,Springer,QEM + AI
Неђтринное излучение малыми черными дырами,Springer,QEM + AI
Immersions with totally reducible focal set,Springer,QEM + AI
Mixed finite element method of hexahedral elements for Navier-Stokes problem,Springer,QEM + AI
Equicontinuity and Distality,Springer,QEM + AI
Deformable Media with Microstructure,Springer,QEM + AI
Electrical and electrochemical properties of electronically conducting polymers,Springer,QEM + AI
"Strahlungsverhalten von Fenstern, Beschichtungen und halbdurchlässigen Körpern",Springer,QEM + AI
How Similar are OECD Consumers?,Springer,QEM + AI
Oxide Degradation Mechanisms in MOS Transistors,Springer,QEM + AI
The General Framework,Springer,QEM + AI
Vieweg Mathematik Lexikon,Springer,QEM + AI
Topology of Condensed Matter,Springer,QEM + AI
The Mlindi ring structure. An example of an ultrapotassic pyroxenite to syenite differentiated complex,Springer,QEM + AI
Three-dimensional thermally stressed state of laminated cylindrical shells,Springer,QEM + AI
Vasilii trediakovsky: the fool of the ‘new’ russian literature,Springer,QEM + AI
Gender,Springer,QEM + AI
ОТ АГРЕССИИ СЛОВ К ОНОМАСТИЧЕСКОМУ ПЕРЕВОРОТУ (Заметки о русском языке перестроечного времени),Springer,QEM + AI
ГЛАГОЛЬНЫЙ ВИД В ВЫСКАЗЫВАНИИ: ПРИЗНАК ‘ВОЗНИКНОВЕНИЕ НОВОЙ СИТУАЦИИ’,Springer,QEM + AI
Краmкuŭ сnравочнuк nо современному русскому языку,Springer,QEM + AI
Лuнгвuсmuческuŭ знцuклоnе∂uческuŭ словарь,Springer,QEM + AI
МЕРы ВИНЕРА И НЕкОтОР ыЕ ВОпРОсы АппРОксИМАцИИ В БАНА хОВых пРОстРАНстВАх,Springer,QEM + AI
Исmорuя русского лumераmурного nроuзнощенuя XVIII – XX вв,Springer,QEM + AI
The proton spin: The role of quark-gluonic and hadronic degrees of freedom,Springer,QEM + AI
Экстремалънъiе задачи теории полиномиалюнiх оператохов,Springer,QEM + AI
Russian intonation: A perceptual description,Springer,QEM + AI
XXIIIrd European Symposium on Calcified Tissues,Springer,QEM + AI
О СЕМАНТИЧЕСКОМ ПОДХОДЕ К СИНТАКСИСУ И ГЕНИТИВНОМ СУБЪЕКТЕ ГЛАГОЛА БЬТЬ,Springer,QEM + AI
Chemical reactions as dynamical systems on the interval,Springer,QEM + AI
Local Phase Portraits of the Simplest Steady-State Motions and Their Bifurcations,Springer,QEM + AI
"Inversion tectonics of intracontinental ranges: High and Middle Atlas, Morocco",Springer,QEM + AI
Hölder continuity of the holonomy maps for hyperbolic basic sets I,Springer,QEM + AI
Interior estimates for hypersurfaces moving by mean curvature,Springer,QEM + AI
Runge-Kutta-Methoden,Springer,QEM + AI
Uniformization,Springer,QEM + AI
Cyclic homology and de Rham cohomology,Springer,QEM + AI
Symplectic analysis of dynamical systems with a small parameter. A new criterion for stabilization of homoclinic separatrices and its application,Springer,QEM + AI
СЕМАНТИКА И ПРАГМАТИКА РУССКОГО ПРЕВЕНТИВА,Springer,QEM + AI
БЕРЕСТЯНЫЕ ГРАМОТЫ ПЕРЕД ЛИЦИОННЫХ ПОСТУЛАТОВ СЛАВИСТИкИ И VIСЕ VЕRSА,Springer,QEM + AI
Dioden,Springer,QEM + AI
Theorie der Unternehmung,Springer,QEM + AI
"Potts model, Dirac propagator, and conformational statistics of semiflexible polymers",Springer,QEM + AI
НОВГОРОДСКИЙ МОНАХ ЕФРЕМ И АПОСТОЛ ИОАНН,Springer,QEM + AI
Reduction of CuO-containing catalysts: CuO/Cox/ZnO,Springer,QEM + AI
Prosodie et organisation du message. Analyse de la phrase assertive en russe contemporain,Springer,QEM + AI
Formation and ascent of granitic magmas,Springer,QEM + AI
Random order coalition structure values,Springer,QEM + AI
Скорость рациональн ой аппроксимации и дифференциальные с войства функций,Springer,QEM + AI
Creation and destruction of lower continental crust,Springer,QEM + AI
Исследование нейтронных реакций в совместных работах иэф и фэи,Springer,QEM + AI
Comparison of PTt paths in allochthonous high pressure metamorphic terrains from the Scandinavian Caledonides and the French Massif Central: Contrasted thermal structures during uplift,Springer,QEM + AI
РОЛЬ СХЕМ ФОРМАЛЬНОЙ ДИФФЕРЕНЦИАЦИИ В ИСТОРИЧЕСКОМ РАЗВИТИИ ФЛЕКТИВНОЙ СИСТЕМЫ РУССКОГО СУЩЕСТВИТЕЛЬНОГО,Springer,QEM + AI
Selective production of t-amyl methyl ether using sheet silicates,Springer,QEM + AI
Плеханов и роллан,Springer,QEM + AI
Progress on High Efficiency Silicon Solar Cells,Springer,QEM + AI
Tensor Operator Structures in Quantum Unitary Groups,Springer,QEM + AI
О НЕМЕЦКОМ ВЛИЯНИИ НА РУССКУЮ ГРАММАТИЧЕСКУЮ МЫСЛЬ,Springer,QEM + AI
3-D Sound Generated by Moving Sources,Springer,QEM + AI
К ВОПОСУ О НЕЧЛЕННЫХ ДЕЙСТВИТЕЛЬНЫХ ПРИЧАСТИЯХ В ЦЕРКОВНОСЛАВЯНСКОМ ЯЗЫКЕ РУССКОГО ИЗВОДА XI–XIII ВВ. НА МАТЕРИАЛЕ ТРЕХ СПИСКОВ СЕНТЯБРЬСКОЙ МИНЕИ,Springer,QEM + AI
ОБ использовании нейтриннноГо детектора сотрудничества берлин-будапешт-дубна-серпухов на нейтринных пучках унк,Springer,QEM + AI
Formgebungen bei verzögerter Strömung,Springer,QEM + AI
Coping als Interventionsstrategie bei psychosozialer Belastung durch somatische Krankheiten,Springer,QEM + AI
The Organic Grain Model,Springer,QEM + AI
On a computational method for the second fundamental tensor and its application to bifurcation problems,Springer,QEM + AI
Summary,Springer,QEM + AI
A multidomain spectral collocation method for the Stokes problem,Springer,QEM + AI
Operator theory and the Carathéodory metric,Springer,QEM + AI
FréChet-Bounds and Their Applications,Springer,QEM + AI
Ultrasonic measurement of sheet steel texture and formability: Comparison with neutron diffraction and mechanical measurements,Springer,QEM + AI
On the structure of complete Kähler manifolds with nonnegative curvature near infinity,Springer,QEM + AI
Coherent fusion theory,Springer,QEM + AI
Prozeßdynamik II: Kontaktaufnahme und Freundschaftsbeginn,Springer,QEM + AI
New relations between ℓN-scattering cross sections and neutral current parameters,Springer,QEM + AI
Closed world assumptions having precedence in predicates,Springer,QEM + AI
"‘пРИжНАкИ’, ‘пРИЧИНы ’ И ‘ОБЩьсНЕНИь’, ИлИ РАжНыЕ пОДхОДы к ИстОлкОВАНИУ ьжыкОВ ых ФАктОВ",Springer,QEM + AI
ВАЖНЫЙ ВКЛАД В ИЗУЧЕНИЕ РУССКОИ АКЦЕНТУАЦИИ,Springer,QEM + AI
ПРЕДУВЕДОМЛЕНИЕ ОТ РЕДАКЦИИ,Springer,QEM + AI
АкцЕНтУАцИь слОжНых ФАМИлИИ гЕРМАНскОгО пРОИсхОжДЕНИь В РУсс кОМ ьжыкЕ,Springer,QEM + AI
On maximal surfaces in asymptotically flat space-times,Springer,QEM + AI
Whole body heat balance during the human thoracic hyperthermia,Springer,QEM + AI
ВАжНыИ ВклАД В ИжУЧЕН ИЕ слАВьНскОИДИАлЕк тОлОгИИ,Springer,QEM + AI
"Banach-Saks properties, injectivity and gaps between subspaces of a Banach space",Springer,QEM + AI
Aggregation phenomena and dynamics in II-I and III-I hydrated molten salts,Springer,QEM + AI
Equivalences between isolated hypersurface singularities,Springer,QEM + AI
ЕлЕНА ВИктОРОВНА пАД УЧЕВА ВИД И лЕксИЧЕск ОЕ жНАЧЕНИЕ глАгОлА (О т лЕксИЧЕскОгО жНАЧЕ НИь глАгОлА к ЕгО АспЕ ктУАльНОИ хАРАктЕРИ стИкЕ),Springer,QEM + AI
Brownian motion in a rotating flow,Springer,QEM + AI
Electron - Molecule Collision Cross Sections for Etching Gases,Springer,QEM + AI
The birch bark letters redeemed,Springer,QEM + AI
Liouville-Arnold Integrability for Scattering Under Cone Potentials,Springer,QEM + AI
Geophysical and geochemical evidence of Proterozoic collision in the western marginal zone of the Baltic Shield,Springer,QEM + AI
Effect of structural relaxation on Curie temperature and magnetostriction investigated by magnetoelastic waves in metglas,Springer,QEM + AI
Ordinal Types in Ramsey Theory and Well-Partial-Ordering Theory,Springer,QEM + AI
The HERA Project,Springer,QEM + AI
Vacuum States in Spacetimes with Killing Horizons,Springer,QEM + AI
“РУСКЫМИ СЛОВАМИ А СЛОВЕНСКЫМ ЯЗЫКОМ” (О ЯЗЫКОВОМ СОЗНАНИИ ФРАНЦИСКА СКОРИНЫ),Springer,QEM + AI
Thermal analysis studies on electrochemically oxidized carbon fibers,Springer,QEM + AI
Analytic Properties of Wightman Functions in Coordinate Space,Springer,QEM + AI
НЕИЗВЕСТНАЯ РУССКАЯ ГРАММАТИКА ПЕТРОВСКОЙ ЭПОШИ (ГРАММАТИКА ИВАНА АФАНАСЬЕВА 1725 Г.),Springer,QEM + AI
A variational approach to a quasi-one-dimensional blume-emery-griffiths model,Springer,QEM + AI
Convolutions of Linear Operators. Multipliers and Multiplier Quotients,Springer,QEM + AI
Klein surfaces with groups of automorphisms in prescribed families,Springer,QEM + AI
Ambiguities in the calculation of hard-photon production in different estimates of the collision integral,Springer,QEM + AI
Late Cretaceous deep-water agglutinated foraminiferal assemblages from the North Atlantic and its marginal seas,Springer,QEM + AI
Аппроксимация зонной структуры полупроводников IV группы,Springer,QEM + AI
On subject expression in russian infinitive clauses of comparison,Springer,QEM + AI
К вопросу о функциональных типах синтаксем,Springer,QEM + AI
Mineral composition of sedimentary formations in the North Atlantic Ocean,Springer,QEM + AI
Contribution of the electron-phonon interaction to the broadening of cyclotron resonance line of a two-dimensional electron gas in multiple quantum well structures,Springer,QEM + AI
The vital role of process mineralogy in the minerals industry,Springer,QEM + AI
Sandstone diagenesis and porosity modification during basin evolution,Springer,QEM + AI
Electric-quadrupole inelastic transitions in27Al+32S collision atE inc=100 MeV,Springer,QEM + AI
Theoretical studies on the N-containing radicals formed in thermal decompositions of dimethyl- and diethyldiazenes,Springer,QEM + AI
Cyclohexene skeletal isomerization on AlPO4 catalysts precipitated with ammonia and promoted with sulfate ions,Springer,QEM + AI
О Существовании Линейного Полиномиалъного Оператора На Топологических Группа⇆,Springer,QEM + AI
The hidden gauge symmetry in the Lagrangian with local chiral bosons,Springer,QEM + AI
The potential in fluvial geomorphology of a new mineral identification technology (QEM7*SEM),Springer,QEM + AI
Algébricité de valeurs spéciales de fonctionsL,Springer,QEM + AI
The global structure of simple space-times,Springer,QEM + AI
Thermoanalytical studies on liquidus-solidus gaps and phase transformations of magnetically hard Fe48−x Cr28Co24Si x alloy,Springer,QEM + AI
Sur la multiplicité de la première valeur propre d’une surface de Riemann à courbure constante,Springer,QEM + AI
Periodic solution and chaotic behavior of a class of nonautonomic pendulum systems with large damping,Springer,QEM + AI
Review article,Springer,QEM + AI
